TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,industry,other,service,workplace,superZone,IntExt,xi,yi,Students,area,socio,vehAdultFactor,SZ_new,ssz,settl_size,ORTHO,ARABS,REST,childEdu,adultEdu
1412,908.4,947.9,2063,247.1,275.5,180.4,232.7,672.2,455.1,60.25462718,53.52852926,2658.58362,2772.366776,14,1,199.589843,746.033386,575,0.2,5,1,13,1,3,0,0.11,0.89,575,0
1413,743.2,775.5,1687.9,202.2,225.4,147.6,190.4,550,372.3,25.66984394,12.70527629,326.188522,364.5636423,14,1,199.390975,745.935729,122,0.1,5,1,13,1,3,0,0.11,0.89,122,0
1414,1440,1417.2,3270.5,391.7,436.8,286,368.9,1065.6,721.4,87.12024672,48.34897413,153.6115978,289.0808187,14,1,200.081542,745.669189,0,0.22,4,1,13,1,3,0.32,0.11,0.57,0,0
1415,2090.4,1536,4747.5,568.6,634,415.1,535.5,1546.9,1047.3,192.8693263,274.2889432,568.4569617,1035.403752,14,1,200.621093,745.300354,940,0.14,2,1,13,1,3,0.81,0.11,0.08,940,0
1416,342.4,311,777.6,93.1,103.8,68,87.7,253.4,171.5,336.2030833,325.7810522,2275.600224,2937.584359,14,1,200.138305,746.459411,0,0.1,2,1,13,1,3,0,0.11,0.89,0,0
1417,276.4,209.2,627.7,75.2,83.8,54.9,70.8,204.5,138.5,186.659077,475.0139884,609.9012628,1271.574328,14,1,200.31459,746.407897,0,0.07,2,1,13,1,3,0,0.11,0.89,0,0
1418,1634.2,1275.9,3711.6,444.5,495.7,324.6,418.7,1209.4,818.8,64.53325758,36.26963161,457.1914433,557.9943324,14,1,200.196533,745.225036,169,0.18,6,1,13,1,3,0.26,0.11,0.63,169,0
1501,1526.1,1636.8,3466.1,415.1,462.9,303.1,391,1129.4,764.6,349.6094124,9.41223497,1078.506456,1437.528103,15,1,198.003295,748.685424,49,0.41,5,1,13,1,3,0,0.11,0.89,49,0
1502,0,0,0,0,0,0,0,0,0,1618.6644,15.91238181,3082.409473,4716.986255,15,1,198.907836,748.764831,0,0.38,4,1,13,1,3,0,0,1,0,0
1503,0,0,0,0,0,0,0,0,0,763.2443327,10.29644389,1302.418434,2075.959211,15,1,198.599288,748.4104,0,0.15,4,1,13,1,3,0,0,1,0,0
1504,686.1,606,1558.2,186.6,208.1,136.3,175.8,507.7,343.7,387.5164895,12.77939927,1070.086756,1470.382645,15,1,199.055297,747.922424,982,0.18,4,1,13,1,3,0.04,0.11,0.85,982,0
1505,988.8,1056.8,2246.1,269,300,196.4,253.4,731.9,495.5,64.58425913,36.24152671,288.886785,389.7125708,15,1,198.442138,748.236938,345,0.26,4,1,13,1,3,0,0.11,0.89,345,0
1506,1551,1431.1,3522.6,421.9,470.4,308,397.4,1147.8,777.1,149.2554477,3.484726346,396.5030796,549.2432537,15,1,198.611877,747.79187,377,0.26,4,1,13,1,3,0,0.11,0.89,377,0
1507,1031.5,911,2342.6,280.6,312.9,204.8,264.3,763.3,516.8,180.3611063,6.30937525,457.212141,643.8826225,15,1,199.007141,747.489868,1005,0.12,4,1,13,1,3,0,0.11,0.89,1005,0
1508,782.2,836,1774.9,212.6,237,155.2,200.2,578.3,391.5,66.58023694,27.21527933,673.821157,767.6166733,15,1,198.002243,748.207275,100,0.11,4,1,13,1,3,0,0.11,0.89,100,0
1509,1697,1318.5,3854,461.6,514.7,337,434.8,1255.8,850.2,50.07898189,1.806973573,181.9020064,233.7879618,15,1,198.11296,747.923706,49,0.36,5,1,13,1,3,0,0.11,0.89,49,0
1510,891,809.5,2023.7,242.4,270.3,177,228.3,659.4,446.4,67.24797362,10.16807849,45.2171369,122.633189,15,1,197.052047,748.050781,12,0.47,5,1,15,1,3,0,0.11,0.89,12,0
1511,1806.8,1758.6,4103.5,491.5,548,358.8,462.9,1337.1,905.2,91.65260846,38.58170466,435.1814111,565.4157242,15,1,196.701309,747.551391,793,0.36,6,1,15,1,3,0,0.11,0.89,793,0
1512,1583.1,1528,3595.4,430.6,480.2,314.4,405.6,1171.5,793.1,85.73838151,4.1277075,318.659019,408.525108,15,1,196.458709,746.917846,571,0.62,5,1,15,1,3,0,0.11,0.89,571,0
1513,2159.3,2307.8,4904.1,587.4,654.9,428.8,553.2,1597.9,1081.8,62.84865482,97.04571701,434.8572367,594.7516085,15,1,197.111862,747.237243,94,0.45,5,1,15,1,3,0,0.11,0.89,94,0
1514,1738.2,1785.9,3947.8,472.8,527.2,345.2,445.3,1286.3,870.9,131.8511839,8.068941633,344.1579018,484.0195568,15,1,196.968597,745.897033,846,0.63,3,1,15,1,3,0,0.11,0.89,846,0
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,196.82991,745.189392,0,0.72,7,1,15,1,3,0,0,1,0,0
1516,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,197.169296,744.646423,0,0.48,7,1,15,1,3,0,0,1,0,0
1517,0,0,0,0,0,0,0,0,0,9320.024366,57.21437482,2156.390058,11533.6288,15,1,196.554306,743.694641,0,0.64,7,1,15,1,3,0,0,1,0,0
1518,0,0,0,0,0,0,0,0,0,423.3276346,5885.313834,71.94896556,6380.590434,15,1,197.142425,743.919311,0,0.58,9,1,15,1,3,0,0.11,0.89,0,0
1519,1648.7,1625.2,3845,460.5,513.5,336.2,433.7,1252.8,848.2,390.6016387,161.8944356,351.8009252,904.2955765,15,1,197.152908,743.63092,833,0.22,9,1,15,1,3,0,0,1,833,0
1520,174.1,156.4,395.4,47.4,52.8,34.6,44.6,128.8,87.2,0,0,1280.154175,1280.154175,15,1,196.279937,744.672607,0,1.03,6,1,15,1,3,0,0.11,0.89,0,0
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,197.397796,742.350952,0,0.58,9,1,15,1,3,0,0,1,0,0
1522,675.1,606.4,1533.3,183.6,204.8,134.1,173,499.6,338.2,141.6842191,1.520897865,37.26746855,180.4725855,15,1,199.216461,748.155639,0,0.17,4,1,13,1,3,0,0.11,0.89,0,0
1523,1176.8,890.9,2672.7,320.1,356.9,233.7,301.5,870.9,589.6,120.1482336,7.352752214,313.6108662,441.0585712,15,1,196.87181,746.533142,338,0.23,9,1,15,1,3,0,0.11,0.89,338,0
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,197.15065,743.022216,0,0.35,9,1,15,1,3,0,0,1,0,0
1601,1623.3,1685.4,3687.4,441.6,492.5,322.4,416,1201.5,813.4,167.895047,99.01789009,395.0110531,661.9239902,16,1,198.107757,747.46405,6301,0.84,9,1,16,1,3,0,0.11,0.89,844,5457
1602,1967.6,1808.8,4468.8,535.2,596.8,390.8,504.1,1456.1,985.8,109.8011596,67.60120747,1074.439231,1251.841598,16,1,197.509033,747.533386,2165,0.49,8,1,16,1,3,0,0.11,0.89,2165,0
1603,1048.4,965.3,2381,285.2,318,208.2,268.6,775.8,525.2,19.36202664,32.2700444,417.2326918,468.8647628,16,1,197.895919,746.899841,174,0.46,9,1,16,1,3,0,0.11,0.89,174,0
1604,1697.7,1384.1,3855.8,461.8,514.9,337.2,435,1256.4,850.6,87.10292339,8.710292339,431.1594708,526.9726865,16,1,197.525558,746.268859,586,0.56,9,1,16,1,3,0,0.11,0.89,586,0
1605,1665.5,1719.3,3782.5,453,505.1,330.8,426.7,1232.5,834.4,104.4457137,271.4697762,673.8864175,1049.801907,16,1,198.426025,746.030151,151,0.52,9,1,16,1,3,0,0.11,0.89,151,0
1606,886.8,816.5,2014,241.2,269,176.1,227.2,656.2,444.3,29.49646378,49.2089698,635.5716795,714.277113,16,1,198.761291,746.279602,666,0.3,9,1,16,1,3,0,0.11,0.89,143,523
1607,3194.2,3028,7254.4,868.9,968.8,634.4,818.3,2363.8,1600.3,441.1705137,152.3537236,741.7824308,1335.306668,16,1,198.21553,745.114196,503,1.07,8,1,16,1,3,0,0.11,0.89,503,0
1608,827.4,782.9,1879.2,225.1,251,164.3,212,612.3,414.5,289.6189027,565.1497016,2457.109793,3311.878397,16,1,199.290481,745.56134,2189,0.38,8,1,16,1,3,0,0.11,0.89,2189,0
1609,523.4,471,1188.7,142.4,158.7,103.9,134.1,387.3,262.2,43.9683768,49.68080371,547.3543601,641.0035406,16,1,198.684982,744.757141,845,0.18,10,1,16,1,3,0,0.11,0.89,845,0
1610,2093.6,1884,4754.8,569.5,635,415.8,536.4,1549.3,1048.9,19.43276342,22.07745903,242.3921023,283.9023247,16,1,198.318023,744.918945,199,0.78,10,1,16,1,3,0,0.11,0.89,199,0
1611,1690.8,1599.9,3840.1,459.9,512.8,335.8,433.2,1251.3,847.1,267.1325091,175.2940663,1306.229535,1748.656111,16,1,198.828613,744.346984,70,0.63,9,1,16,1,3,0,0.11,0.89,70,0
1612,1447.2,1166.3,3286.8,393.7,439,287.4,370.8,1071,725.1,44.04750299,23.60076086,219.1499223,286.7981861,16,1,199.532653,744.776062,72,0.4,9,1,16,1,3,0,0.11,0.89,72,0
1613,1257.6,1378.9,2856.2,342.1,381.4,249.8,322.2,930.7,630.1,38.1632433,20.44795999,189.8739142,248.4851175,16,1,199.86589,744.675048,134,0.34,10,1,16,1,3,0,0.11,0.89,134,0
1614,1672.1,1371.4,3797.7,454.8,507.2,332.1,428.4,1237.4,837.7,143.3482881,19.53814544,266.1301073,429.0165409,16,1,200.234695,743.935668,559,0.52,9,1,16,1,3,0,0.11,0.89,559,0
1615,1141.7,942.9,2592.9,310.6,346.3,226.7,292.5,844.9,572,117.8630292,172.1420558,1657.578084,1947.583169,16,1,199.436096,744.034545,1348,0.36,9,1,16,1,3,0,0.11,0.89,1348,0
1616,1793.9,1810.8,4074.3,488,544.1,356.3,459.6,1327.6,898.8,179.7380442,205.9717037,3244.87882,3630.588568,16,1,198.623596,743.393493,132,0.8,9,1,16,1,3,0,0.11,0.89,132,0
1617,1517.7,1244.7,3446.9,412.8,460.3,301.4,388.8,1123.1,760.4,847.6648472,386.9076291,2414.025332,3648.597808,16,1,199.700805,743.652648,66,0.32,10,1,16,1,3,0,0.11,0.89,66,0
1618,1664.5,1550.9,3780.3,452.8,504.9,330.6,426.4,1231.8,833.9,166.9389737,76.13043465,477.5276621,720.5970704,16,1,200.29483,743.427062,455,0.41,8,1,16,1,3,0,0.11,0.89,455,0
1619,3123.6,2794.7,7094.3,849.7,947.4,620.4,800.3,2311.6,1565,85.19650579,604.6005634,751.4233602,1441.220429,16,1,199.856323,742.982177,1949,0.44,9,1,16,1,3,0,0.11,0.89,1949,0
1620,1352.7,1084.3,3072.2,368,410.3,268.6,346.6,1001.1,677.7,116.1329493,26.54467412,206.3848413,349.0624647,16,1,198.770828,742.803405,86,0.45,10,1,16,1,3,0,0.11,0.89,86,0
1621,528.3,469.5,1199.8,143.7,160.2,104.9,135.3,390.9,264.7,93.96210556,9.540426303,82.53578104,186.1492481,16,1,200.213638,742.292785,534,0.2,10,1,16,1,3,0,0.11,0.89,534,0
1622,1621.9,1357.1,3683.6,441.2,491.9,322.1,415.5,1200.3,812.6,328.2765341,15.7690336,122.8781898,466.9237575,16,1,201.444168,741.697692,96,0.42,10,1,16,1,3,0,0.11,0.89,96,0
1623,2223.1,1826.2,5049,604.7,674.3,441.5,569.6,1645.2,1113.8,363.06124,116.0251993,463.8737419,942.9601812,16,1,199.353866,741.307189,74,2.99,10,1,16,1,3,0,0.11,0.89,74,0
1624,279.3,256.6,634.2,76,84.7,55.5,71.5,206.7,139.9,701.6898247,510.0406634,5129.993497,6341.723985,16,1,202.255859,741.105224,16958,0.72,5,1,16,1,3,0,0.11,0.89,0,16958
1625,860.4,689.7,1954.1,234,261,170.9,220.4,636.7,431.1,56.33043468,6.024080257,68.16722396,130.5217389,16,1,200.643798,742.518798,1303,0.27,9,1,16,1,3,0,0.11,0.89,1303,0
1626,946,918.7,2270.6,271.9,303.2,198.6,256.1,739.9,500.9,0,0,0,0,16,1,199.545913,742.202209,582,0.3,10,1,16,1,3,0,0,1,582,0
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,200.374664,742.106201,0,0.32,10,1,16,1,3,0,0,1,0,0
1628,0,0,0,0,0,0,0,0,0,4.396569914,3.280953499,22.32449556,30,16,1,198.036727,743.433532,0,0.69,9,1,16,1,3,0,0,1,0,0
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,198.220458,742.310607,0,0.49,10,1,16,1,3,0,0,1,0,0
1630,1158.6,1196.1,2631.4,315.2,351.4,230.1,296.8,857.4,580.5,355.1129667,496.3611417,1888.032032,2739.506141,16,1,199.000289,745.083435,53,0.29,9,1,16,1,3,0,0.11,0.89,53,0
1631,553.8,559,1257.8,150.6,168,110,141.9,409.8,277.5,15.39540903,12.5122688,604.2278171,632.1354949,16,1,199.592407,745.454467,837,0.19,9,1,16,1,3,0,0.11,0.89,837,0
1632,782.6,790,1777.5,212.9,237.4,155.4,200.5,579.2,392.1,20.93396554,14.36167403,186.5394836,221.8351232,16,1,200.205505,745.053039,1500,0.18,7,1,16,1,3,0,0.11,0.89,1499,0
1633,307.1,310,697.5,83.5,93.1,61,78.7,227.3,153.9,17.92392765,11.28543593,245.4029107,274.6122742,16,1,199.336563,745.834899,0,0.07,9,1,16,1,3,0,0.11,0.89,0,0
1634,268,278.3,608.2,72.8,81.2,53.2,68.6,198.2,134.2,13.20478783,0,55.52782575,68.73261358,16,1,198.734115,746.738647,0,0.1,9,1,16,1,3,0,0.11,0.89,0,0
1635,446.7,446.7,1072.2,128.4,143.2,93.8,120.9,349.4,236.5,0,9.190760423,71.6879313,79.04053964,16,1,199.922729,742.506713,66,0.13,10,1,16,1,3,0,0.11,0.89,66,0
1636,300.5,300.5,721.3,86.4,96.3,63.1,81.4,235,159.1,12.0185633,3.11219461,67.18678953,82.2900869,16,1,199.496749,742.539611,67,0.09,10,1,16,1,3,0,0.11,0.89,67,0
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,198.480621,742.577697,0,0.26,10,1,16,1,3,0,0,1,0,0
1638,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,197.980926,742.805053,0,0.24,10,1,16,1,3,0,0,1,0,0
1639,414.2,368.1,940.7,112.7,125.6,82.3,106.1,306.5,207.5,94.20389798,9.564976654,82.74817012,186.6282654,16,1,200.702819,742.11206,59,0.16,10,1,16,1,3,0,0.11,0.89,59,0
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,199.013824,742.049316,0,0.45,10,1,16,1,3,0,0,1,0,0
1641,521,521,1250.6,149.8,167,109.4,141.1,407.5,275.9,59.17079248,15.32221587,330.7796015,405.1374139,16,1,199.402145,742.924255,159,0.13,10,1,16,1,3,0,0.11,0.89,159,0
1701,261.8,223.1,594.4,71.2,79.4,52,67.1,193.7,131.1,54.80707024,3.887026258,38.41296538,96.94700786,17,1,201.035293,745.200378,373,0.05,2,1,17,1,3,0,0.11,0.89,373,0
1702,536.5,548.3,1218.4,145.9,162.7,106.5,137.4,397,268.8,0.809955994,0.217600118,6.503825746,7.519292963,17,1,201.624603,744.874023,0,0.06,4,1,17,1,3,0,0.11,0.89,0,0
1703,700.4,655,1590.7,190.5,212.4,139.1,179.4,518.3,350.9,692.9698795,28.94362445,134.439078,856.4066823,17,1,202.007995,744.637634,1332,0.08,3,1,17,1,3,0,0.11,0.89,188,1144
1704,217.8,226.7,494.7,59.2,66.1,43.3,55.8,161.2,109.1,34.75620007,45.38610319,21.73755469,101.879858,17,1,201.114425,744.698181,0,0.03,6,1,17,1,3,0,0.11,0.89,0,0
1705,1367.3,970.4,3105.4,371.9,414.7,271.5,350.3,1011.9,685,6.148449284,3.20366568,64.59107775,73.94319271,17,1,202.293914,744.12091,330,0.18,5,1,17,1,3,0,0.11,0.89,330,0
1706,555.8,489.5,1262.3,151.2,168.6,110.4,142.4,411.3,278.5,19.1973885,92.27316197,126.8398883,238.3104387,17,1,201.655456,744.325683,0,0.07,7,1,17,1,3,0.08,0.11,0.81,0,0
1707,895.7,893.1,2034.4,243.7,271.7,177.9,229.5,662.9,448.8,97.06932312,35.63581007,189.0009681,321.7061013,17,1,201.310714,744.411804,36,0.11,6,1,17,1,3,0,0.11,0.89,36,0
1708,227.4,155.8,516.4,61.8,69,45.2,58.3,168.3,113.9,201.0540332,82.71045609,151.1156446,434.8801339,17,1,201.156311,744.219421,67,0.11,6,1,17,1,3,0,0.11,0.89,67,0
1709,0,0,0,0,0,0,0,0,0,0,1037.724662,880.6423036,1918.366965,17,1,200.776306,744.188415,0,0.17,6,1,17,1,3,0,0,1,0,0
1710,1167.5,1041.6,2651.5,317.6,354.1,231.9,299.1,864,584.9,84.49933753,34.76169383,63.51114502,182.7721764,17,1,200.806579,743.594116,153,0.31,9,1,17,1,3,0,0.11,0.89,153,0
1711,979.2,864.9,2223.9,266.4,297,194.5,250.9,724.6,490.6,0,66.56733481,198.1625457,264.7298805,17,1,201.190658,743.53833,0,0.28,9,1,17,1,3,0,0.11,0.89,0,0
1712,539.7,463.8,1225.6,146.8,163.7,107.2,138.3,399.4,270.4,155.3706957,114.5639365,341.0114109,610.946043,17,1,202.046539,743.046997,243,0.21,6,1,17,1,3,0.7,0.11,0.19,243,0
1713,410.4,390.9,932.1,111.6,124.5,81.5,105.1,303.7,205.6,19.71660589,77.29481003,212.2392612,309.2506771,17,1,202.004135,743.915649,185,0.06,6,1,17,1,3,0.89,0.11,0,185,0
1714,753.4,765.5,1711,204.9,228.5,149.6,193,557.5,377.4,11.96393699,21.45257668,200.8084942,234.2250078,17,1,202.429077,743.484802,409,0.14,5,1,17,1,3,0.39,0.11,0.5,409,0
1715,2236,2236,5078.3,608.2,678.2,444.1,572.9,1654.7,1120.2,23.4195162,46.71198259,417.0198482,487.1513469,17,1,201.075866,742.684875,985,0.44,7,1,17,1,3,0,0.11,0.89,985,0
1716,877.9,897.3,1993.9,238.8,266.3,174.4,224.9,649.7,439.9,154.0958129,66.56161754,142.2329455,362.8903759,17,1,201.422592,742.915344,27,0.26,9,1,17,1,3,0.04,0.11,0.85,27,0
1717,484.7,393.2,1100.9,131.9,147,96.3,124.2,358.7,242.9,33.39778657,2.038818366,16.17878656,51.61539149,17,1,201.741607,742.573486,25,0.14,9,1,17,1,3,0,0.11,0.89,25,0
1718,2226.7,1196.3,5057.2,605.7,675.4,442.2,570.5,1647.8,1115.6,1210.916139,415.0764246,4842.989545,6468.982109,17,1,202.614364,742.620483,13550,1.29,5,1,17,1,3,0,0.11,0.89,24,13526
1719,233.2,218.1,529.6,63.4,70.7,46.3,59.7,172.5,116.8,121.6894564,76.25147561,361.4309472,559.3636514,17,1,202.879837,743.832275,0,0.22,3,1,17,1,3,0,0.11,0.89,0,0
1720,98.1,88,222.8,26.7,29.8,19.5,25.1,72.6,49.2,0,0,0,0,17,1,200.697601,743.121398,0,0.16,7,1,17,1,3,0,0,1,0,0
1721,224.4,191.2,509.5,61,68,44.6,57.5,166,112.4,46.69535425,3.311727251,32.72765754,82.5983738,17,1,200.943267,745.27301,19,0.05,2,1,17,1,3,0,0.11,0.89,19,0
1722,261.8,261.7,594.4,71.2,79.4,52,67.1,193.7,131.1,54.80707024,3.887026258,38.41296538,96.94700786,17,1,201.213012,745.328613,0,0.05,2,1,17,1,3,0,0.11,0.89,0,0
1723,357.6,365.5,812.2,97.3,108.5,71,91.6,264.7,179.2,0.432833007,0.116283494,3.475584446,4.018240753,17,1,201.383483,745.132751,0,0.04,4,1,17,1,3,0,0.11,0.89,0,0
1724,357.6,365.5,812.2,97.3,108.5,71,91.6,264.7,179.2,0.432833007,0.116283494,3.475584446,4.018240753,17,1,201.320846,745.010009,67,0.04,4,1,17,1,3,0,0.11,0.89,67,0
1725,536.5,548.3,1218.4,145.9,162.7,106.5,137.4,397,268.8,0.809955994,0.217600118,6.503825746,7.519292963,17,1,201.546676,744.81488,0,0.06,4,1,17,1,3,0,0.11,0.89,0,0
1726,349.7,327.1,794.8,95.2,106.1,69.5,89.7,259,175.3,230.9792,9.647425402,44.81093855,285.4555965,17,1,201.85469,744.970092,0,0.05,3,1,17,1,3,0,0.11,0.89,0,0
1727,700.4,655,1590.7,190.5,212.4,139.1,179.4,518.3,350.9,692.9698795,28.94362445,134.439078,856.4066823,17,1,202.193374,744.643066,0,0.14,3,1,17,1,3,0,0.11,0.89,0,0
1728,349.7,327.1,794.8,95.2,106.1,69.5,89.7,259,175.3,230.9792,9.647425402,44.81093855,285.4555965,17,1,201.661361,744.988891,0,0.06,3,1,17,1,3,0,0.11,0.89,0,0
1729,435.6,453.4,989.3,118.5,132.1,86.5,111.6,322.4,218.2,17.731155,11.11046735,52.66346267,81.50388616,17,1,201.267517,744.753051,55,0.06,6,1,17,1,3,0,0.11,0.89,55,0
1730,435.2,453,988.3,118.4,132,86.4,111.5,322,218,4.430350859,2.776089239,13.15862487,20.36476542,17,1,200.974365,744.78894,0,0.15,6,1,17,1,3,0,0.11,0.89,0,0
1731,373.7,212.2,848.8,101.7,113.4,74.2,95.8,276.6,187.2,4.666760345,2.669027231,10.57848664,17.91388082,17,1,202.799926,743.594909,0,0.23,7,1,17,1,3,0,0.11,0.89,0,0
1732,911.5,647,2070.3,248,276.5,181,233.5,674.6,456.7,33.4739442,20.97501061,99.42126225,153.8679538,17,1,202.485382,744.105773,0,0.11,5,1,17,1,3,0,0.11,0.89,0,0
1733,862.4,759.5,1958.6,234.6,261.6,171.3,220.9,638.2,432.1,63.76391347,39.95491997,189.385772,293.1002941,17,1,201.760986,744.490966,0,0.11,7,1,17,1,3,0,0.11,0.89,0,0
1734,428.3,377.2,972.8,116.5,129.9,85.1,109.7,317,214.6,53.37052343,33.44234813,158.5162709,245.3255339,17,1,201.463867,744.52716,0,0.06,7,1,17,1,3,0,0.11,0.89,0,0
1735,394.3,347.3,895.6,107.3,119.6,78.3,101,291.8,197.6,51.01634388,31.96720255,151.5241011,234.5041981,17,1,201.650833,744.185241,0,0.05,7,1,17,1,3,0,0.11,0.89,0,0
1736,876.9,874.3,1991.6,238.5,266,174.2,224.7,648.9,439.3,19.3017635,12.09462177,57.32834109,88.72342131,17,1,201.266265,744.284973,1038,0.1,6,1,17,1,3,0,0.11,0.89,1038,0
1737,447.9,307,1017.2,121.8,135.8,88.9,114.7,331.5,224.4,65.3456583,40.94605249,194.0837265,300.3710191,17,1,201.756011,743.814392,0,0.03,6,1,17,1,3,0,0.11,0.89,0,0
1738,447.9,307,1017.2,121.8,135.8,88.9,114.7,331.5,224.4,98.26752492,61.57512738,291.8652582,451.7012663,17,1,201.485946,743.882385,69,0.09,6,1,17,1,3,0,0.11,0.89,69,0
1739,277.1,238.1,629.3,75.4,84,55,71,205,138.8,30.83692838,19.32263782,91.58903789,141.7465191,17,1,201.930877,743.29718,0,0.07,6,1,17,1,3,0,0.11,0.89,0,0
1740,138.5,119.1,314.6,37.7,42,27.5,35.5,102.5,69.4,69.02696047,43.25278252,205.0175951,317.292671,17,1,201.883209,743.438842,0,0.05,6,1,17,1,3,0,0.11,0.89,0,0
1741,141.4,121.5,321.2,38.5,42.9,28.1,36.2,104.6,70.8,18.22207932,11.41808402,54.12156143,83.76049272,17,1,201.691589,743.632507,501,0.11,6,1,17,1,3,0,0.11,0.89,501,0
1742,141.4,121.5,321.2,38.5,42.9,28.1,36.2,104.6,70.8,33.78679092,21.17104259,100.3504511,155.3060002,17,1,201.735519,743.342224,0,0.03,6,1,17,1,3,0,0.11,0.89,0,0
1743,322.8,277.4,733.2,87.8,97.9,64.1,82.7,238.9,161.7,71.87638758,45.03825373,213.4807042,330.3904857,17,1,201.559326,743.462036,87,0.08,6,1,17,1,3,0,0.11,0.89,87,0
1744,388.8,370.3,883,105.8,117.9,77.2,99.6,287.7,194.8,37.76965343,23.66673245,112.1799868,173.613819,17,1,201.990737,743.6651,0,0.06,6,1,17,1,3,0,0.11,0.89,0,0
1745,629.1,599.2,1428.8,171.1,190.8,124.9,161.2,465.6,315.2,39.36384021,24.66566118,116.9148953,180.9417352,17,1,202.161849,743.782348,29,0.09,6,1,17,1,3,0,0.11,0.89,29,0
1746,268,255.2,608.7,72.9,81.3,53.2,68.7,198.3,134.3,34.04567456,21.33326091,101.1193637,156.4959973,17,1,201.850173,743.855895,404,0.04,6,1,17,1,3,0,0.11,0.89,404,0
1747,374.8,380.8,851.3,102,113.7,74.4,96,277.4,187.8,161.6018793,101.2608826,479.9751928,742.8270283,17,1,202.627349,743.124877,23,0.22,5,1,17,1,3,0,0.11,0.89,23,0
1748,374.8,380.8,851.3,102,113.7,74.4,96,277.4,187.8,20.41021379,12.78918458,60.62055926,93.81857763,17,1,202.159576,743.443237,0,0.04,5,1,17,1,3,0,0.11,0.89,0,0
1749,374.8,380.8,851.3,102,113.7,74.4,96,277.4,187.8,26.26212772,16.45603531,78.00138136,120.7177687,17,1,202.374786,743.37799,947,0.07,5,1,17,1,3,0,0.11,0.89,947,0
1750,720.6,584.5,1636.7,196,218.6,143.1,184.6,533.3,361.1,41.30122263,25.87963874,122.6691322,189.8472011,17,1,201.566207,742.402526,643,0.12,9,1,17,1,3,0,0.11,0.89,643,0
1751,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,200.561813,742.979125,0,0.05,7,1,17,1,3,0,0,1,0,0
1801,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,204.619583,743.150329,0,0.87,7,1,18,1,3,0,0,1,0,0
1802,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,206.020095,741.383972,0,1.57,7,1,18,1,3,0,0,1,0,0
1803,697,815.1,1804.8,207.9,236.6,161.4,223.4,640.4,335,323.1129432,719.4585125,1394.447601,2436.924441,18,1,204.585296,741.829895,34,0.3,3,1,18,1,3,0.09,0,0.91,34,0
1804,1046.5,1046.5,2709.5,312.1,355.3,242.3,335.5,961.4,502.9,20.21433306,10.57330132,192.0475332,222.8351676,18,1,203.511108,742.330993,92,0.41,5,1,18,1,3,0,0,1,92,0
1805,2860.6,3035.6,7406.8,853.2,971.2,662.5,917,2628.2,1374.7,101.4820984,142.319965,517.4157694,761.2178327,18,1,203.255401,741.780639,2086,1.58,9,1,18,1,3,0,0,1,2086,0
1806,1525.2,1110.7,3949,454.9,517.8,353.2,488.9,1401.3,732.9,24.60973098,31.28887472,388.1075607,443.9613399,18,1,204.001495,741.81134,530,0.36,8,1,18,1,3,0,0,1,530,0
1807,1346.8,1105.7,3487.1,401.7,457.2,311.9,431.7,1237.4,647.2,34.03239238,15.41875737,112.4458026,161.8969523,18,1,204.80754,740.88031,307,0.69,6,1,18,1,3,0,0,1,307,0
1808,0,0,0,0,0,0,0,0,0,44.09837457,17.52627707,167.3476779,228.9723295,18,1,205.365341,740.756225,0,0.46,6,1,18,1,3,0,0,1,0,0
1809,0,0,0,0,0,0,0,0,0,453.8729328,230.6922361,495.3555789,1179.920748,18,1,204.731506,742.178222,0,0.47,7,1,18,1,3,0,0,1,0,0
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,204.474975,739.479309,0,4.22,6,1,18,1,3,0,0,1,0,0
1811,0,0,0,0,0,0,0,0,0,64.74159796,42.52562494,76.89439509,184.124958,18,1,203.328491,742.918273,0,0.3,7,1,18,1,3,0,0,1,0,0
1812,0,0,0,0,0,0,0,0,0,293.6447124,192.8810115,348.7654498,835.124897,18,1,203.805252,742.666625,0,0.13,7,1,18,1,3,0,0,1,0,0
1813,0,0,0,0,0,0,0,0,0,451.8316432,296.7863568,536.6460202,1285.00817,18,1,203.496566,743.167541,0,0.18,7,1,18,1,3,0,0,1,0,0
1814,0,0,0,0,0,0,0,0,0,293.6447124,192.8810115,348.7654498,835.124897,18,1,204.046401,742.837707,0,0.2,7,1,18,1,3,0,0,1,0,0
